slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
matilda,Letterboxd — Your life in film,,98,,USA,English,,,,,,Crude humor and satire|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Student coming-of-age challenges,https://letterboxd.com/film/matilda/,2026-05-03T15:50:08+00:00,comfort_izzy,1
speed-racer,Letterboxd — Your life in film,,135,,USA,English|Japanese,,,,,,Epic heroes|High speed and special ops|Adrenaline-fueled action and fast cars|Superheroes in action-packed battles with villains,https://letterboxd.com/film/speed-racer/,2026-05-03T15:50:10+00:00,comfort_izzy,1
august-rush,Letterboxd — Your life in film,,114,,USA|UK|South Korea,English,,,,,,Song and dance|Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Heartbreaking and moving family drama|Emotional and captivating fantasy storytelling|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/august-rush/,2026-05-03T15:50:12+00:00,comfort_izzy,1
spirited-away,Letterboxd — Your life in film,,125,,Japan,Japanese,,,,,,Humanity and the world around us|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Kids' animated fun and adventure|Surreal and thought-provoking visions of life and death,https://letterboxd.com/film/spirited-away/,2026-05-03T15:50:15+00:00,comfort_izzy|heartwarming,2
my-cousin-vinny,Letterboxd — Your life in film,,120,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/my-cousin-vinny/,2026-05-03T15:50:17+00:00,comfort_izzy,1
support-the-girls,Letterboxd — Your life in film,,91,,USA,English,,,,,,Relationship comedy|Powerful stories of heartbreak and suffering|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Heartfelt and sentimental family stories|Quirky and endearing relationships,https://letterboxd.com/film/support-the-girls/,2026-05-03T15:50:19+00:00,comfort_izzy,1
lost-in-translation,Letterboxd — Your life in film,,102,,UK|USA,English|Japanese,,,,,,Relationship comedy|Moving relationship stories|Crude humor and satire|Humanity and the world around us|Passion and romance|Heartfelt and sentimental family stories|Captivating relationships and charming romance|Quirky and endearing relationships|Tragic sadness and captivating beauty,https://letterboxd.com/film/lost-in-translation/,2026-05-03T15:50:21+00:00,comfort_izzy,1
a-knights-tale,Letterboxd — Your life in film,,133,,USA,English,,,,,,"Crude humor and satire|Relationship comedy|Epic heroes|Song and dance|Epic history and literature|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy|Fantasy adventure, heroism, and swordplay|Gags, jokes, and slapstick humor|Charming romances and delightful chemistry",https://letterboxd.com/film/a-knights-tale/,2026-05-03T15:50:23+00:00,comfort_izzy,1
her,Letterboxd — Your life in film,,126,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Captivating relationships and charming romance|Surreal and thought-provoking visions of life and death|Thought-provoking sci-fi action and future technology|Heartfelt and sentimental family stories|Quirky and endearing relationships,https://letterboxd.com/film/her/,2026-05-03T15:50:25+00:00,comfort_izzy,1
some-like-it-hot,Letterboxd — Your life in film,,123,,USA,English,,,,,,"Crude humor and satire|Relationship comedy|Gags, jokes, and slapstick humor|Catchy songs and hilarious musical comedy|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Funny jokes and crude humor",https://letterboxd.com/film/some-like-it-hot/,2026-05-03T15:50:28+00:00,comfort_boze|comfort_izzy|empire_feelgood,3
love-simon,Letterboxd — Your life in film,,110,,USA,English,,,,,,Underdogs and coming of age|Moving relationship stories|Relationship comedy|Emotional LGBTQ relationships|Student coming-of-age challenges|Emotional teen coming-of-age stories|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas,https://letterboxd.com/film/love-simon/,2026-05-03T15:50:30+00:00,comfort_izzy|empire_feelgood|heartwarming,3
brigsby-bear,Letterboxd — Your life in film,,97,,USA,English,,,,,,"Crude humor and satire|Fascinating, emotional stories and documentaries|Quirky and endearing relationships|Emotional and captivating fantasy storytelling|Charming romances and delightful chemistry|Holiday joy and heartwarming Christmas",https://letterboxd.com/film/brigsby-bear/,2026-05-03T15:50:32+00:00,comfort_izzy,1
mary-and-max,Letterboxd — Your life in film,,92,,Australia,English|Yiddish,,,,,,Moving relationship stories|Humanity and the world around us|Crude humor and satire|Powerful stories of heartbreak and suffering|Quirky and endearing relationships|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Heartbreaking and moving family drama,https://letterboxd.com/film/mary-and-max/,2026-05-03T15:50:34+00:00,comfort_izzy,1
october-sky,Letterboxd — Your life in film,,107,,USA,English,,,,,,Underdogs and coming of age|Moving relationship stories|Student coming-of-age challenges|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Emotional teen coming-of-age stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/october-sky/,2026-05-03T15:50:36+00:00,comfort_izzy|heartwarming,2
the-old-guard-2020,Letterboxd — Your life in film,,125,,USA,English|Italian|Russian|Arabic|French,,,,,,"Epic heroes|High speed and special ops|Superheroes in action-packed battles with villains|Explosive and action-packed heroes vs. villains|Fantasy adventure, heroism, and swordplay|Intense combat and martial arts|Adrenaline-fueled action and fast cars",https://letterboxd.com/film/the-old-guard-2020/,2026-05-03T15:50:39+00:00,comfort_izzy,1
cmon-cmon,Letterboxd — Your life in film,,109,,USA,English,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Emotional teen coming-of-age stories,https://letterboxd.com/film/cmon-cmon/,2026-05-03T15:50:41+00:00,comfort_izzy,1
jerry-maguire,Letterboxd — Your life in film,,139,,USA,English,,,,,,Relationship comedy|Moving relationship stories|Laugh-out-loud relationship entanglements|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Quirky and endearing relationships|Emotional and heartfelt family dramas,https://letterboxd.com/film/jerry-maguire/,2026-05-03T15:50:43+00:00,empire_feelgood,1
sullivans-travels,Letterboxd — Your life in film,,91,,USA,English,,,,,,"Crude humor and satire|Relationship comedy|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Quirky and endearing relationships",https://letterboxd.com/film/sullivans-travels/,2026-05-03T15:50:45+00:00,empire_feelgood,1
mr-smith-goes-to-washington,Letterboxd — Your life in film,,130,,USA,English,,,,,,"Politics and human rights|Humanity and the world around us|Riveting political and presidential drama|Politics, propaganda, and political documentaries|Political drama, patriotism, and war",https://letterboxd.com/film/mr-smith-goes-to-washington/,2026-05-03T15:50:48+00:00,comfort_boze|empire_feelgood|heartwarming,3
tootsie,Letterboxd — Your life in film,,116,,USA,English,,,,,,"Relationship comedy|Crude humor and satire|Gags, jokes, and slapstick humor|Quirky and endearing relationships|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy|Charming romances and delightful chemistry",https://letterboxd.com/film/tootsie/,2026-05-03T15:50:51+00:00,empire_feelgood,1
crazy-rich-asians,Letterboxd — Your life in film,,121,,USA|Hong Kong,English|Cantonese|Chinese,,,,,,Relationship comedy|Moving relationship stories|Crude humor and satire|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Tragic sadness and captivating beauty,https://letterboxd.com/film/crazy-rich-asians/,2026-05-03T15:50:53+00:00,empire_feelgood,1
top-secret,Letterboxd — Your life in film,,90,,UK|USA,English|Yiddish|German,,,,,,"Crude humor and satire|Song and dance|Gags, jokes, and slapstick humor|Action comedy and silly heroics|Amusing jokes and witty satire|Funny jokes and crude humor|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/top-secret/,2026-05-03T15:50:55+00:00,empire_feelgood,1
to-be-and-to-have,Letterboxd — Your life in film,,104,,France,French,,,,,,Moving relationship stories|Student coming-of-age challenges|Emotional and heartfelt family dramas|Captivating relationships and charming romance|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/to-be-and-to-have/,2026-05-03T15:50:57+00:00,empire_feelgood,1
big,Letterboxd — Your life in film,,104,,USA,English,,,,,,Relationship comedy|Crude humor and satire|Laugh-out-loud relationship entanglements|Holiday joy and heartwarming Christmas|Quirky and endearing relationships|Charming romances and delightful chemistry|Emotional and heartfelt family dramas,https://letterboxd.com/film/big/,2026-05-03T15:50:59+00:00,empire_feelgood,1
babe,Letterboxd — Your life in film,,92,,Australia|USA,English,,,,,,Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Emotional and heartfelt family dramas,https://letterboxd.com/film/babe/,2026-05-03T15:51:01+00:00,empire_feelgood,1
up,Letterboxd — Your life in film,,96,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Crude humor and satire|Epic heroes|Kids' animated fun and adventure|Adorable animals and heartwarming families|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/up/,2026-05-03T15:51:03+00:00,empire_feelgood|heartwarming,2
sunshine-on-leith,Letterboxd — Your life in film,,100,,UK,English,,,,,,Song and dance|Moving relationship stories|Dazzling vocal performances and musicals|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Passion and romance|Dance rhythms and catchy tunes,https://letterboxd.com/film/sunshine-on-leith/,2026-05-03T15:51:05+00:00,empire_feelgood,1
pitch-perfect,Letterboxd — Your life in film,,112,,USA,English,,,,,,Song and dance|Crude humor and satire|Relationship comedy|Underdogs and coming of age|Teen school antics and laughter|Catchy songs and hilarious musical comedy|Laugh-out-loud relationship entanglements|Dazzling vocal performances and musicals|Funny jokes and crude humor,https://letterboxd.com/film/pitch-perfect/,2026-05-03T15:51:07+00:00,empire_feelgood,1
gifted-2017,Letterboxd — Your life in film,,101,,UK|USA,English,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Student coming-of-age challenges|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama,https://letterboxd.com/film/gifted-2017/,2026-05-03T15:51:09+00:00,heartwarming,1
wonder-2017,Letterboxd — Your life in film,,113,,USA,English,,,,,,Moving relationship stories|Underdogs and coming of age|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Student coming-of-age challenges|Powerful stories of heartbreak and suffering|Adorable animals and heartwarming families,https://letterboxd.com/film/wonder-2017/,2026-05-03T15:51:11+00:00,heartwarming,1
sing-2016,Letterboxd — Your life in film,,108,,USA,English,,,,,,Song and dance|Kids' animated fun and adventure|Adorable animals and heartwarming families|Dazzling vocal performances and musicals|Catchy songs and hilarious musical comedy|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/sing-2016/,2026-05-03T15:51:13+00:00,heartwarming,1
togo,Letterboxd — Your life in film,,113,,USA,English,,,,,,Moving relationship stories|Adorable animals and heartwarming families|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/togo/,2026-05-03T15:51:16+00:00,heartwarming,1
perfect-days-2023,Letterboxd — Your life in film,,124,,Germany|Japan,Japanese|English,,,,,,Humanity and the world around us|Emotional and captivating fantasy storytelling|Surreal and thought-provoking visions of life and death|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Tragic sadness and captivating beauty,https://letterboxd.com/film/perfect-days-2023/,2026-05-03T15:51:18+00:00,heartwarming,1
the-holdovers,Letterboxd — Your life in film,,133,,USA,English,,,,,,Moving relationship stories|Underdogs and coming of age|Student coming-of-age challenges|Emotional and heartfelt family dramas|Quirky and endearing relationships|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/the-holdovers/,2026-05-03T15:51:20+00:00,heartwarming,1
like-stars-on-earth,Letterboxd — Your life in film,,162,,India,Hindi,,,,,,Moving relationship stories|Student coming-of-age challenges|Emotional and heartfelt family dramas|Powerful stories of heartbreak and suffering|Bollywood emotional dramas|Heartfelt and sentimental family stories,https://letterboxd.com/film/like-stars-on-earth/,2026-05-03T15:51:22+00:00,heartwarming,1
edward-scissorhands,Letterboxd — Your life in film,,105,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Heartfelt and sentimental family stories|Captivating relationships and charming romance|Emotional and captivating fantasy storytelling|Powerful stories of heartbreak and suffering|Surreal and thought-provoking visions of life and death,https://letterboxd.com/film/edward-scissorhands/,2026-05-03T15:51:24+00:00,heartwarming,1
whats-eating-gilbert-grape,Letterboxd — Your life in film,,118,,USA,English,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Heartbreaking and moving family drama|Emotional and heartfelt family dramas|Powerful stories of heartbreak and suffering|Enduring stories of family and marital drama,https://letterboxd.com/film/whats-eating-gilbert-grape/,2026-05-03T15:51:26+00:00,heartwarming,1
big-fish,Letterboxd — Your life in film,,125,,USA,English,,,,,,"Humanity and the world around us|Moving relationship stories|Surreal and thought-provoking visions of life and death|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Dreamlike, quirky, and surreal storytelling|Emotional and captivating fantasy storytelling",https://letterboxd.com/film/big-fish/,2026-05-03T15:51:29+00:00,heartwarming,1
captain-fantastic,Letterboxd — Your life in film,,119,,USA,English|Esperanto,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Heartbreaking and moving family drama|Powerful stories of heartbreak and suffering|Enduring stories of family and marital drama,https://letterboxd.com/film/captain-fantastic/,2026-05-03T15:51:31+00:00,heartwarming,1
scent-of-a-woman,Letterboxd — Your life in film,,156,,USA,English,,,,,,Moving relationship stories|Student coming-of-age challenges|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Powerful stories of heartbreak and suffering|Emotional teen coming-of-age stories,https://letterboxd.com/film/scent-of-a-woman/,2026-05-03T15:51:33+00:00,heartwarming,1
the-blind-side,Letterboxd — Your life in film,,129,,USA,English,,,,,,Underdogs and coming of age|Moving relationship stories|Inspiring sports underdog stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Student coming-of-age challenges|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/the-blind-side/,2026-05-03T15:51:35+00:00,heartwarming,1
the-tale-of-the-princess-kaguya,Letterboxd — Your life in film,,137,,Japan,Japanese,,,,,,Humanity and the world around us|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Emotional and heartfelt family dramas,https://letterboxd.com/film/the-tale-of-the-princess-kaguya/,2026-05-03T15:51:37+00:00,heartwarming,1
lion,Letterboxd — Your life in film,,118,,Australia|UK|USA,"English|Bengali, Bangla|Hindi",,,,,,Moving relationship stories|Humanity and the world around us|Powerful stories of heartbreak and suffering|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Heartbreaking and moving family drama|Tragic sadness and captivating beauty,https://letterboxd.com/film/lion/,2026-05-03T15:51:39+00:00,heartwarming,1
jojo-rabbit,Letterboxd — Your life in film,,108,,New Zealand|USA,English|German,,,,,,"Crude humor and satire|Humanity and the world around us|Moving relationship stories|War and historical adventure|Relationship comedy|Quirky and endearing relationships|Nazis and World War II|Amusing jokes and witty satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor",https://letterboxd.com/film/jojo-rabbit/,2026-05-03T15:51:41+00:00,heartwarming,1
breakfast-at-tiffanys,Letterboxd — Your life in film,,115,,USA,English|Portuguese,,,,,,Relationship comedy|Song and dance|Moving relationship stories|Charming romances and delightful chemistry|Captivating relationships and charming romance|Laugh-out-loud relationship entanglements|Passion and romance|Quirky and endearing relationships,https://letterboxd.com/film/breakfast-at-tiffanys/,2026-05-03T15:51:43+00:00,comfort_boze|heartwarming,2
children-of-heaven,Letterboxd — Your life in film,,88,,Iran,Persian (Farsi),,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Heartbreaking and moving family drama|Powerful stories of heartbreak and suffering|Tragic sadness and captivating beauty,https://letterboxd.com/film/children-of-heaven/,2026-05-03T15:51:45+00:00,heartwarming,1
the-wild-robot,Letterboxd — Your life in film,,102,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Adorable animals and heartwarming families|Emotional and captivating fantasy storytelling|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Fairy-tale fantasy and enchanted magic,https://letterboxd.com/film/the-wild-robot/,2026-05-03T15:51:47+00:00,heartwarming,1
hunt-for-the-wilderpeople,Letterboxd — Your life in film,,101,,New Zealand|UK,English,,,,,,"Crude humor and satire|Moving relationship stories|Relationship comedy|Gags, jokes, and slapstick humor|Adorable animals and heartwarming families|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Emotional and heartfelt family dramas",https://letterboxd.com/film/hunt-for-the-wilderpeople/,2026-05-03T15:51:49+00:00,heartwarming,1
777-charlie,Letterboxd — Your life in film,,166,,India,Kannada,,,,,,Adorable animals and heartwarming families,https://letterboxd.com/film/777-charlie/,2026-05-03T15:51:52+00:00,heartwarming,1
life-of-pi,Letterboxd — Your life in film,,127,,USA,English|Hindi|Japanese|French|Tamil,,,,,,"Humanity and the world around us|Moving relationship stories|Faith and religion|Surreal and thought-provoking visions of life and death|Emotional and captivating fantasy storytelling|Humanity's odyssey: earth and beyond|Disastrous voyages and heroic survival|Religious faith, sin, and forgiveness",https://letterboxd.com/film/life-of-pi/,2026-05-03T15:51:54+00:00,heartwarming,1
to-be-or-not-to-be,Letterboxd — Your life in film,,99,,USA,English|German|French,,,,,,"War and historical adventure|Crude humor and satire|Amusing jokes and witty satire|Nazis and World War II|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/to-be-or-not-to-be/,2026-05-03T15:51:56+00:00,heartwarming,1
atonement,Letterboxd — Your life in film,,123,,France|UK|USA,English|French,,,,,,Moving relationship stories|Humanity and the world around us|Passion and romance|Powerful stories of heartbreak and suffering|Captivating relationships and charming romance|Powerful poetic and passionate drama|Heartfelt and sentimental family stories,https://letterboxd.com/film/atonement/,2026-05-03T15:51:58+00:00,heartwarming,1
c-o-kancharapalem,Letterboxd — Your life in film,,152,,India,Telugu,,,,,,Moving relationship stories|Bollywood emotional dramas|Heartfelt and sentimental family stories,https://letterboxd.com/film/c-o-kancharapalem/,2026-05-03T15:52:00+00:00,heartwarming,1
punch-drunk-love,Letterboxd — Your life in film,,96,,USA,English,,,,,,"Relationship comedy|Humanity and the world around us|Moving relationship stories|Dreamlike, quirky, and surreal storytelling|Quirky and endearing relationships|Challenging or sexual themes & twists|Captivating relationships and charming romance|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/punch-drunk-love/,2026-05-03T15:52:03+00:00,heartwarming,1
udaan,Letterboxd — Your life in film,,138,,India,Hindi,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Emotional teen coming-of-age stories|Powerful stories of heartbreak and suffering|Bollywood emotional dramas,https://letterboxd.com/film/udaan/,2026-05-03T15:52:04+00:00,heartwarming,1
masaan,Letterboxd — Your life in film,,109,,France|India,Hindi,,,,,,Moving relationship stories|Bollywood emotional dramas|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Tragic sadness and captivating beauty,https://letterboxd.com/film/masaan/,2026-05-03T15:52:06+00:00,heartwarming,1
kai-po-che,Letterboxd — Your life in film,,126,,India,Hindi,,,,,,Moving relationship stories|Bollywood emotional dramas,https://letterboxd.com/film/kai-po-che/,2026-05-03T15:52:09+00:00,heartwarming,1
swades,Letterboxd — Your life in film,,195,,India,Hindi|English,,,,,,Song and dance|Humanity and the world around us|Bollywood emotional dramas,https://letterboxd.com/film/swades/,2026-05-03T15:52:11+00:00,heartwarming,1
jab-we-met,Letterboxd — Your life in film,,138,,India,"Hindi|Eastern Punjabi, Eastern Panjabi|English",,,,,,Song and dance|Relationship comedy|Bollywood emotional dramas|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/jab-we-met/,2026-05-03T15:52:13+00:00,heartwarming,1
the-lunchbox,Letterboxd — Your life in film,,104,,France|Germany|India|USA,Hindi|English,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Quirky and endearing relationships|Heartbreaking and moving family drama|Tragic sadness and captivating beauty,https://letterboxd.com/film/the-lunchbox/,2026-05-03T15:52:15+00:00,heartwarming,1
zindagi-na-milegi-dobara,Letterboxd — Your life in film,,154,,India|Spain,Hindi,,,,,,Moving relationship stories|Bollywood emotional dramas|Charming romances and delightful chemistry|Emotional and captivating fantasy storytelling|Dazzling vocal performances and musicals,https://letterboxd.com/film/zindagi-na-milegi-dobara/,2026-05-03T15:52:17+00:00,heartwarming,1
the-terminal,Letterboxd — Your life in film,,128,,USA,English|Bulgarian|French|Russian|Spanish,,,,,,Relationship comedy|Crude humor and satire|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Charming romances and delightful chemistry|Amusing jokes and witty satire|Heartfelt and sentimental family stories,https://letterboxd.com/film/the-terminal/,2026-05-03T15:52:19+00:00,heartwarming,1
manchester-by-the-sea,Letterboxd — Your life in film,,138,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Powerful stories of heartbreak and suffering|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Enduring stories of family and marital drama|Heartbreaking and moving family drama,https://letterboxd.com/film/manchester-by-the-sea/,2026-05-03T15:52:22+00:00,heartwarming,1
green-book,Letterboxd — Your life in film,,130,,USA,English|Russian|Italian,,,,,,Moving relationship stories|Humanity and the world around us|Relationship comedy|Quirky and endearing relationships|Heartfelt and sentimental family stories|Racism and the powerful fight for justice|Powerful stories of heartbreak and suffering|Emotional LGBTQ relationships,https://letterboxd.com/film/green-book/,2026-05-03T15:52:24+00:00,heartwarming,1
tangerines,Letterboxd — Your life in film,,87,,Estonia|Georgia,Estonian|Georgian|Russian,,,,,,War and historical adventure|Military combat and heroic soldiers|Powerful poetic and passionate drama|Surreal and thought-provoking visions of life and death|Intense political and terrorist thrillers,https://letterboxd.com/film/tangerines/,2026-05-03T15:52:26+00:00,heartwarming,1
past-lives,Letterboxd — Your life in film,,106,,USA|South Korea,English|Korean,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Tragic sadness and captivating beauty|Passion and romance|Captivating relationships and charming romance,https://letterboxd.com/film/past-lives/,2026-05-03T15:52:28+00:00,heartwarming,1
stanley-ka-dabba,Letterboxd — Your life in film,,96,,India,Hindi|Gujarati|English,,,,,,Moving relationship stories|Student coming-of-age challenges|Emotional and heartfelt family dramas,https://letterboxd.com/film/stanley-ka-dabba/,2026-05-03T15:52:30+00:00,heartwarming,1
hachi-a-dogs-tale,Letterboxd — Your life in film,,93,,UK|USA,English|Japanese,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Adorable animals and heartwarming families|Powerful stories of heartbreak and suffering|Emotional and heartfelt family dramas|Heartbreaking and moving family drama,https://letterboxd.com/film/hachi-a-dogs-tale/,2026-05-03T15:52:32+00:00,heartwarming,1
the-green-mile,Letterboxd — Your life in film,,189,,USA,English|French,,,,,,"Moving relationship stories|Brutal, violent prison drama|Powerful stories of heartbreak and suffering|Surreal and thought-provoking visions of life and death|Heartfelt and sentimental family stories|Gripping, intense violent crime",https://letterboxd.com/film/the-green-mile/,2026-05-03T15:52:34+00:00,heartwarming,1
ikiru,Letterboxd — Your life in film,,143,,Japan,Japanese,,,,,,Humanity and the world around us|Surreal and thought-provoking visions of life and death|Tragic sadness and captivating beauty|Powerful stories of heartbreak and suffering|Heartfelt and sentimental family stories|Emotional life of renowned artists,https://letterboxd.com/film/ikiru/,2026-05-03T15:52:36+00:00,heartwarming,1
the-intouchables,Letterboxd — Your life in film,,113,,France,French|English,,,,,,Moving relationship stories|Relationship comedy|Crude humor and satire|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Charming romances and delightful chemistry,https://letterboxd.com/film/the-intouchables/,2026-05-03T15:52:39+00:00,heartwarming,1
grave-of-the-fireflies,Letterboxd — Your life in film,,89,,Japan,Japanese,,,,,,Moving relationship stories|War and historical adventure|Humanity and the world around us|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Tragic sadness and captivating beauty,https://letterboxd.com/film/grave-of-the-fireflies/,2026-05-03T15:52:41+00:00,heartwarming,1
one-flew-over-the-cuckoos-nest,Letterboxd — Your life in film,,133,,USA,English,,,,,,"Moving relationship stories|Intense violence and sexual transgression|Powerful stories of heartbreak and suffering|Gripping, intense violent crime|Brutal, violent prison drama|Heartfelt and sentimental family stories|Heartbreaking and moving family drama",https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/,2026-05-03T15:52:43+00:00,heartwarming,1
anand,Letterboxd — Your life in film,,122,,India,Hindi,,,,,,Moving relationship stories|Powerful stories of heartbreak and suffering|Heartfelt and sentimental family stories|Dazzling vocal performances and musicals|Bollywood emotional dramas,https://letterboxd.com/film/anand/,2026-05-03T15:52:45+00:00,heartwarming,1
the-pursuit-of-happyness,Letterboxd — Your life in film,,117,,USA,English|Cantonese,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Enduring stories of family and marital drama,https://letterboxd.com/film/the-pursuit-of-happyness/,2026-05-03T15:52:47+00:00,heartwarming,1
war-horse,Letterboxd — Your life in film,,146,,USA|India,English,,,,,,Moving relationship stories|Epic history and literature|War and historical adventure|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Captivating relationships and charming romance|Military combat and heroic soldiers|Emotional and captivating fantasy storytelling,https://letterboxd.com/film/war-horse/,2026-05-03T15:52:49+00:00,heartwarming,1
midnight-in-paris,Letterboxd — Your life in film,,94,,France|Spain|USA,English|French|German|Spanish,,,,,,Relationship comedy|Humanity and the world around us|Crude humor and satire|Charming romances and delightful chemistry|Captivating relationships and charming romance|Laugh-out-loud relationship entanglements|Surreal and thought-provoking visions of life and death|Powerful poetic and passionate drama,https://letterboxd.com/film/midnight-in-paris/,2026-05-03T15:52:51+00:00,heartwarming,1
toy-story-3,Letterboxd — Your life in film,,102,,USA,English|Spanish,,,,,,Humanity and the world around us|Moving relationship stories|Crude humor and satire|Kids' animated fun and adventure|Emotional and captivating fantasy storytelling|Adorable animals and heartwarming families|Emotional and heartfelt family dramas|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/toy-story-3/,2026-05-03T15:52:53+00:00,heartwarming,1
guillermo-del-toros-pinocchio,Letterboxd — Your life in film,,117,,USA,English,,,,,,Humanity and the world around us|Moving relationship stories|Song and dance|Fairy-tale fantasy and enchanted magic|Emotional and captivating fantasy storytelling|Surreal and thought-provoking visions of life and death|Dazzling vocal performances and musicals|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/guillermo-del-toros-pinocchio/,2026-05-03T15:52:56+00:00,heartwarming,1
lost-ladies,Letterboxd — Your life in film,,123,,India,Hindi,,,,,,,https://letterboxd.com/film/lost-ladies/,2026-05-03T15:52:58+00:00,heartwarming,1
piku,Letterboxd — Your life in film,,123,,India,"Hindi|Bengali, Bangla",,,,,,Moving relationship stories|Quirky and endearing relationships|Heartfelt and sentimental family stories|Bollywood emotional dramas|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/piku/,2026-05-03T15:53:01+00:00,heartwarming,1
